tableName,tableExtends,columnName,columnType,key,required,refSchema,refTable,refLink,refBack,validation,semantics,description,profiles,visible,label,computed,refLabel,defaultValue
Variables,,dataset,ref,1,TRUE,,Datasets,resource,,,,Dataset that this variable is part of,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,name,,1,TRUE,,,,,,,"Name of the variable, unique within a dataset","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,label,,,,,,,,,,"Human readable name, if applicable","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,description,text,,,,,,,,,Description of the variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,collection event,ref_array,,,,Collection events,resource,,,,In case of protocolised data collection this defines the moment(s) in time this variable is collected on,"DataCatalogueFlat,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,format,ontology,,,CatalogueOntologies,Formats,,,,,"Data type, e.g. string, integer, decimal, date, datetime, etc.","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,unit,ontology,,,CatalogueOntologies,Units,,,,,"In case of a continuous variable, the unit that the variable values are expressed in","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,since version,,,,,,,,,,When this variable was introduced,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,until version,,,,,,,,,,"When this variable was removed, if applicable","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,repeat unit,ontology,,,CatalogueOntologies,Variable repeat units,,,,,"The repeat unit, in case the variable was repeatedly collected over time, e.g. month or week","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,repeat min,int,,,,,,,,,The first repeat unit,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,repeat max,int,,,,,,,,,The last repeat unit,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,example values,string_array,,,,,,,,,Example values for this variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,permitted values,refback,,,,Variable values,,variable,,,"Listing of variable values, filled out in Variable values table","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,keywords,ontology_array,,,CatalogueOntologies,Keywords,,,,,Keywords that will make the variable easier to find,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,vocabularies,ontology_array,,,CatalogueOntologies,Vocabularies,,,,,Vocabularies used to express the values of this variable,"DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,NetworksStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Variables,,mappings,refback,,,,Variable mappings,,target variable,,,"Listing of harmonised variables this variable was mapped to, filled out in Variable mappings table","DataCatalogueFlat,RWEStaging,CohortsStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,,,,,,,,,,,Internal identifier(s) for this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,resource,ref,1,TRUE,,Resources,,,,,Resource that this internal identifier belongs to,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,identifier,text,1,TRUE,,,,,,,Internal identifier,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,internal identifier type,ontology,,,CatalogueOntologies,Internal identifier types,,,,,Internal identifier type,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Internal identifiers,,internal identifier type other,text,,,,,,,,,"If 'other', enter internal identifier type","DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Organisations,Agents,,,,,,,,,,"foaf:Agent,org:Organization","	Research organisations, departments and research groups","DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Organisations,,is lead organisation,bool,,,,,,,,,Whether the organisation is the lead organisation of this resource,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE,FAIR Genomes",type?.name === 'Organisation',,,,
Documentation,,,,,,,,,,,,Documentation attached to a resource,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,resource,ref,1,TRUE,,Resources,,,,,The resource this documentation is for,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,name,,1,TRUE,,,,,,,Document name,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,type,ontology,,,CatalogueOntologies,Document types,,,,,Type of documentation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,description,text,,,,,,,,,Description of the document,"DataCatalogueFlat,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,url,hyperlink,,,,,,,,,Hyperlink to the source of the documentation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Documentation,,file,file,,,,,,,,,Optional file attachment containing the documentation,"DataCatalogueFlat,EMA,CohortsStaging,RWEStaging,NetworksStaging,StudiesStaging,UMCGCohortsStaging,UMCUCohorts,INTEGRATE",,,,,
Subpopulation counts,,,,,,,,,,,,"Number of participants per cohort age group, optionally divided per sex","DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,resource,ref,1,TRUE,,Resources,,,,,Resource id,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,subpopulation,ref,1,TRUE,,Subpopulations,resource,,,,Subpopulations for these counts,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,age group,ontology,1,TRUE,CatalogueOntologies,Age groups,,,,,Select the age group for these counts,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,N total,int,,,,,,,,,Total number,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,N female,int,,,,,,,,,Number of females,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
Subpopulation counts,,N male,int,,,,,,,,,Number of males,"DataCatalogueFlat,CohortsStaging,UMCGCohortsStaging,UMCUCohorts",,,,,
